1;1;-;-;-;-;1237448103;-
1;1;-;-;8920037;-;-;138565772
1;1;1;-;-;-;285874986;-
1;1;2;-;-;-;250783979;-
1;1;3;-;-;-;252342841;-
1;1;4;-;-;-;237194245;-
1;1;5;-;-;-;211252052;-
1;2;-;-;-;-;1075907117;-
1;2;-;-;8920038;-;-;155209824
1;2;6;-;-;-;241913870;-
1;2;7;-;-;-;210915734;-
1;2;8;-;-;-;313316139;-
1;2;9;-;-;-;309761374;-
1;3;-;-;-;-;1177923397;-
1;3;-;-;8920039;-;-;141705815
1;3;10;-;-;-;314614039;-
1;3;11;-;-;-;464076848;-
1;3;12;-;-;-;399232510;-
1;4;-;-;-;-;877741257;-
1;4;-;-;8920040;-;-;119063587
1;4;13;-;-;-;228745347;-
1;4;14;-;-;-;228534267;-
1;4;15;-;-;-;254158828;-
1;4;16;-;-;-;166302815;-
1;5;-;-;-;-;1193411881;-
1;5;-;-;8920041;-;-;119675937
1;5;-;-;8920042;-;-;108898377
1;5;17;-;-;-;263112281;-
1;5;18;-;-;-;241847803;-
1;5;19;-;-;-;199595104;-
1;5;20;-;-;-;273363532;-
1;5;21;-;-;-;215493161;-
1;6;-;-;-;-;1193553016;-
1;6;-;-;8920043;-;-;148130695
1;6;22;-;-;-;286251403;-
1;6;23;-;-;-;395873865;-
1;6;24;-;-;-;274733064;-
1;6;25;-;-;-;236694684;-
1;7;-;-;-;-;1181324214;-
1;7;-;-;8920044;-;-;131911356
1;7;26;-;-;-;417545264;-
1;7;27;-;-;-;323344552;-
1;7;28;-;-;-;440434398;-
1;8;-;-;-;-;1225525309;-
1;8;-;-;8920045;-;-;134658674
1;8;29;-;-;-;368120178;-
1;8;30;-;-;-;221460798;-
1;8;31;-;-;-;302350930;-
1;8;32;-;-;-;333593403;-
1;9;-;-;-;-;997845842;-
1;9;-;-;8920046;-;-;136069174
1;9;33;-;-;-;217027784;-
1;9;34;-;-;-;320941367;-
1;9;35;-;-;-;270355051;-
1;9;36;-;-;-;189521640;-
1;10;-;-;-;-;1014016701;-
1;10;-;-;8920047;-;-;142854517
1;10;-;-;8920048;-;-;106842198
1;10;-;-;8920049;-;-;110369771
1;10;37;-;-;-;182092632;-
1;10;38;-;-;-;301362522;-
1;10;39;-;-;-;200321822;-
1;10;40;-;-;-;330239725;-
1;11;-;-;-;-;834517157;-
1;11;-;-;8920050;-;-;131399592
1;11;41;-;-;-;320920169;-
1;11;42;-;-;-;293840381;-
1;11;43;-;-;-;219756607;-
1;12;-;-;-;-;1303476621;-
1;12;-;-;8920051;-;-;149384879
1;12;44;-;-;-;212602470;-
1;12;45;-;-;-;208527332;-
1;12;46;-;-;-;173703332;-
1;12;47;-;-;-;319113340;-
1;12;48;-;-;-;197218119;-
1;12;49;-;-;-;192312028;-
1;13;-;-;-;-;1152233468;-
1;13;-;-;8920052;-;-;147238450
1;13;50;-;-;-;269837981;-
1;13;51;-;-;-;337259780;-
1;13;52;-;-;-;235108603;-
1;13;53;-;-;-;310027104;-
1;14;-;-;-;-;1303958113;-
1;14;-;-;8920053;-;-;110113728
1;14;54;-;-;-;436562106;-
1;14;55;-;-;-;450390496;-
1;14;56;-;-;-;417005511;-
1;15;-;-;-;-;1072851299;-
1;15;-;-;8920054;-;-;139549580
1;15;-;-;8920055;-;-;145979399
1;15;57;-;-;-;219087477;-
1;15;58;-;-;-;181634893;-
1;15;59;-;-;-;238485436;-
1;15;60;-;-;-;193431130;-
1;15;61;-;-;-;240212363;-
1;16;-;-;-;-;844674595;-
1;16;-;-;8920056;-;-;148667341
1;16;62;-;-;-;229725982;-
1;16;63;-;-;-;165809766;-
1;16;64;-;-;-;223695058;-
1;16;65;-;-;-;225443789;-
1;17;-;-;-;-;1260762394;-
1;17;-;-;8920057;-;-;152820499
1;17;66;-;-;-;241756093;-
1;17;67;-;-;-;403877508;-
1;17;68;-;-;-;293941789;-
1;17;69;-;-;-;321187004;-
1;18;-;-;-;-;898830035;-
1;18;-;-;8920058;-;-;134927551
1;18;70;-;-;-;206802902;-
1;18;71;-;-;-;150055749;-
1;18;72;-;-;-;185338694;-
1;18;73;-;-;-;158078744;-
1;18;74;-;-;-;198553946;-
1;19;-;-;-;-;1171464722;-
1;19;-;-;8920059;-;-;113299084
1;19;75;-;-;-;180628187;-
1;19;76;-;-;-;196430154;-
1;19;77;-;-;-;154844046;-
1;19;78;-;-;-;181549413;-
1;19;79;-;-;-;215987500;-
1;19;80;-;-;-;242025422;-
1;20;-;-;-;-;1303143153;-
1;20;-;-;8920060;-;-;110192521
1;20;81;-;-;-;371704178;-
1;20;82;-;-;-;410541069;-
1;20;83;-;-;-;520897906;-
1;21;-;-;-;-;1056329212;-
1;21;-;-;8920061;-;-;133611018
1;21;84;-;-;-;358027744;-
1;21;85;-;-;-;342419577;-
1;21;86;-;-;-;355881891;-
2;22;-;-;-;-;847757919;-
2;22;-;-;8920062;-;-;149612716
2;22;87;-;-;-;175749373;-
2;22;88;-;-;-;231744291;-
2;22;89;-;-;-;246139268;-
2;22;90;-;-;-;194124987;-
2;23;-;-;-;-;903182609;-
2;23;-;-;8920063;-;-;130051807
2;23;91;-;-;-;124038558;-
2;23;92;-;-;-;163876800;-
2;23;93;-;-;-;175562839;-
2;23;94;-;-;-;187377259;-
2;23;95;-;-;-;120603822;-
2;23;96;-;-;-;131723331;-
2;24;-;-;-;-;672839202;-
2;24;-;-;8920064;-;-;118763764
2;24;97;-;-;-;115647764;-
2;24;98;-;-;-;143948794;-
2;24;99;-;-;-;158750372;-
2;24;100;-;-;-;142866907;-
2;24;101;-;-;-;111625365;-
2;25;-;-;-;-;849769846;-
2;25;-;-;8920065;-;-;110408678
2;25;102;-;-;-;164981952;-
2;25;103;-;-;-;227875418;-
2;25;104;-;-;-;130618161;-
2;25;105;-;-;-;148308223;-
2;25;106;-;-;-;177986092;-
2;26;-;-;-;-;855740073;-
2;26;-;-;8920066;-;-;152061021
2;26;107;-;-;-;274953638;-
2;26;108;-;-;-;172974336;-
2;26;109;-;-;-;226181853;-
2;26;110;-;-;-;181630246;-
2;27;-;-;-;-;785128346;-
2;27;-;-;8920067;-;-;131015666
2;27;111;-;-;-;252099741;-
2;27;112;-;-;-;180859857;-
2;27;113;-;-;-;166484460;-
2;27;114;-;-;-;185684288;-
2;28;-;-;-;-;838131908;-
2;28;-;-;8920068;-;-;124631112
2;28;-;-;8920069;-;-;119988054
2;28;115;-;-;-;146902829;-
2;28;116;-;-;-;196455961;-
2;28;117;-;-;-;149692650;-
2;28;118;-;-;-;211112463;-
